IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
87159,1168,0,0,102301775,FIRST STATE BANK OF NEWCASTLE,FIRST STATE BANK OF NEWCASTLE,24 NORTH SUMNER ,NEWCASTLE,WY,82701,82701,41,2014-10-30T18:25:53
"87177,29617,703764,3764,243470183,""DOOLIN SECURITY SAVINGS BANK, FSB"",""DOOLIN SECURITY SAVINGS BANK, FEDERAL SAVINGS BANK"",610 N ST RT 2 ,NEW MARTINSVILLE,WV,26155,26155,41,2014-10-28T15:09:41"
87234,4952,2221,9343,64101589,FIRST NATIONAL BANK OF MCMINNVILLE,FIRST NATIONAL BANK OF MCMINNVILLE,200 EAST MAIN STREET ,MC MINNVILLE,TN,37110,37110,41,2014-10-30T10:34:30
"87476,31539,0,7147,242274403,""WILMINGTON SAVINGS BANK, THE"",WILMINGTON SAVINGS BANK,184 N SOUTH ST ,WILMINGTON,OH,45177,45177,41,2014-10-29T14:29:36"
"87579,28368,701452,1452,211370150,""MIDDLESEX FEDERAL SAVINGS, F.A."",""MIDDLESEX FEDERAL SAVINGS, F.A."",1 COLLEGE AVENUE ,SOMERVILLE,MA,2144,2144,41,2014-10-30T09:09:10"
88231,16418,713480,13480,61112364,BANKSOUTH,BANKSOUTH,6340 LAKE OCONEE PARKWAY ,GREENSBORO,GA,30642,30642,41,2014-10-30T15:42:59
88240,18001,0,0,73922364,PANORA STATE BANK,PANORA STATE BANK,120 EAST MAIN ,PANORA,IA,50216,50216,41,2014-10-27T15:27:29
88259,10960,0,0,91903242,JANESVILLE STATE BANK,JANESVILLE STATE BANK,201 NORTH MAIN ,JANESVILLE,MN,56048,56048,41,2014-10-28T16:09:35
88352,16895,0,0,113109377,FIRST STATE BANK OF BEDIAS,FIRST STATE BANK OF BEDIAS,22201 HIGHWAY 90 NORTH ,BEDIAS,TX,77831,77831,41,2014-10-27T15:04:47
88455,18740,0,0,104901597,HEARTLAND BANK,HEARTLAND BANK,896 G STREET ,GENEVA,NE,68361,68361,41,2014-10-28T16:51:15
88530,8807,0,11686,65400603,IBERVILLE BANK,IBERVILLE BANK,23405 EDEN STREET ,PLAQUEMINE,LA,70764,70764,41,2014-10-27T10:00:07
88772,29620,703767,3767,274970584,UNITED COMMUNITY BANK,UNITED COMMUNITY BANK,92 WALNUT STREET ,LAWRENCEBURG,IN,470251840,47025,41,2014-10-29T17:58:54
88950,10176,0,0,91905402,FINANCIAL SECURITY BANK,FINANCIAL SECURITY BANK,1011 ATLANTIC AVE. ,KERKHOVEN,MN,56252,56252,41,2014-10-24T14:11:53
89032,19800,0,12895,65401408,PLAQUEMINE BANK AND TRUST COMPANY,PLAQUEMINE BANK AND TRUST COMPANY,24025 EDEN STREET ,PLAQUEMINE,LA,70764,70764,41,2014-10-27T18:11:27
89135,18136,14882,12652,63106705,FIRST NATIONAL BANK OF WAUCHULA,FIRST NATIONAL BANK OF WAUCHULA,406 NORTH 6TH AVENUE ,WAUCHULA,FL,33873,33873,41,2014-10-10T10:46:41
89751,16902,0,0,107004776,HOME STATE BANK,HOME STATE BANK,2695 WEST EISENHOWER BOULEVARD ,LOVELAND,CO,80537,80537,41,2014-10-28T10:35:03
89854,13809,13972,0,91903404,MINNSTAR BANK NATIONAL ASSOCIATION,MINNSTAR BANK NATIONAL ASSOCIATION,202 N. MAIN ,LAKE CRYSTAL,MN,56055,56055,41,2014-10-30T13:24:57
"89957,3098,7524,0,111909391,""CENDERA BANK, N.A."",""CENDERA BANK, NATIONAL ASSOCIATION"",615 EAST BELLS BOULEVARD ,BELLS,TX,75414,75414,41,2014-10-28T15:40:35"
90047,13990,0,0,73915193,PALO SAVINGS BANK,PALO SAVINGS BANK,606 1ST STREET ,PALO,IA,52324,52324,41,2014-10-08T15:16:17
90177,30812,705957,5957,265371121,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,903 JACKSON AVENUE ,PASCAGOULA,MS,395674314,39567,41,2014-10-27T14:54:59
"90328,6861,10834,0,51403766,""GRAYSON NATIONAL BANK, THE"",GRAYSON NATIONAL BANK,113 WEST MAIN STREET ,INDEPENDENCE,VA,24348,24348,41,2014-10-30T12:07:45"
90337,19143,0,10326,65401107,COMMUNITY BANK,COMMUNITY BANK,4626 HIGHWAY 1 ,RACELAND,LA,70394,70394,41,2014-10-23T11:09:34
90579,29624,703773,3773,323270313,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,118 THIRD STREET ,MCMINNVILLE,OR,97128,97128,41,2014-11-03T17:32:38
90645,12518,0,0,75908001,COMMERCIAL BANK,COMMERCIAL BANK,200 SOUTH FREMONT STREET ,WHITEWATER,WI,53190,53190,41,2014-10-23T17:25:49
90739,19389,0,14832,61213001,SPIVEY STATE BANK,SPIVEY STATE BANK,211 N. MAIN STREET ,SWAINSBORO,GA,30401,30401,41,2014-10-30T15:29:01
"91101,31953,707644,7644,211770200,""LAKE SUNAPEE BANK, FSB"",""LAKE SUNAPEE BANK, FEDERAL SAVINGS BANK"",9 MAIN STREET BOX 29,NEWPORT,NH,3773,3773,41,2014-10-30T09:07:50"
91156,4803,0,0,101101109,CORNERBANK,CORNERBANK,900 MAIN ,WINFIELD,KS,67156,67156,41,2014-11-13T15:10:01
"91615,14523,0,0,41208735,""ANTWERP EXCHANGE BANK COMPANY, THE"",ANTWERP EXCHANGE BANK COMPANY,305 SOUTH MAIN ST ,ANTWERP,OH,45813,45813,41,2014-10-29T13:56:58"
91651,10201,0,0,91905253,SECURITY STATE BANK OF LEWISTON,SECURITY STATE BANK OF LEWISTON,255 EAST MAIN STREET ,LEWISTON,MN,55952,55952,41,2014-10-22T15:27:58
"91754,3099,4241,0,113103687,""FIRST NATIONAL BANK OF BELLVILLE, THE"",FIRST NATIONAL BANK OF BELLVILLE,100 E. MAIN ,BELLVILLE,TX,774181524,77418,41,2014-10-28T16:00:39"
91950,11133,0,0,91400758,FARMERS STATE BANK OF CANTON,FARMERS STATE BANK OF CANTON,220 EAST 5TH STREET ,CANTON,SD,57013,57013,41,2014-10-28T18:51:25
92050,19205,0,0,102101218,MANCOS VALLEY BANK,MANCOS VALLEY BANK,138 NORTH MAIN STREET ,MANCOS,CO,81328,81328,41,2014-10-30T14:25:57
92144,17551,0,0,73922296,COMMUNITY STATE BANK,COMMUNITY STATE BANK,207 SOUTH MAIN STREET ,PATON,IA,50217,50217,41,2014-10-02T10:34:04
92676,29632,703781,3781,211170237,WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION,WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION,250 BROAD STREET BOX 250,WINDSOR,CT,6095,6095,41,2014-10-30T12:31:51
92706,18028,0,7444,211770145,SUGAR RIVER BANK,SUGAR RIVER BANK,10 NORTH MAIN STREET BOX 569,NEWPORT,NH,3773,3773,41,2014-10-22T11:10:24
92902,9406,0,0,22306847,BANK OF CATTARAUGUS,BANK OF CATTARAUGUS,24 MAIN STREET ,CATTARAUGUS,NY,14719,14719,41,2014-10-23T07:50:04
93244,10011,0,0,75908920,WOODFORD STATE BANK,WOODFORD STATE BANK,2310 COUNTY HIGHWAY M ,WOODFORD,WI,53599,53599,41,2014-10-13T09:45:36
93543,4419,0,0,83909445,SPRINGS VALLEY BANK & TRUST COMPANY,SPRINGS VALLEY BANK AND TRUST COMPANY,505 SOUTH MAPLE STREET ,FRENCH LICK,IN,47432,47432,41,2014-10-27T19:27:31
"93619,24938,18045,0,26009166,""STATE STREET BANK AND TRUST COMPANY, N.A."",""STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION"",225 LIBERTY ST TWO WORLD FINANCIAL CENTER,NEW YORK,NY,10281,10281,41,2014-10-30T13:30:57"
"93721,15504,0,0,53906041,""FIRST CITIZENS BANK AND TRUST COMPANY, INC."",""FIRST CITIZENS BANK AND TRUST COMPANY, INC."",1230 MAIN STREET ,COLUMBIA,SC,29201,29201,41,2014-10-30T14:25:59"
93758,5190,12941,0,91215710,FIRST NATIONAL BANK MAHNOMEN TWIN VALLEY,FIRST NATIONAL BANK MAHNOMEN TWIN VALLEY,103 NORTH MAIN STREET ,MAHNOMEN,MN,56557,56557,41,2014-10-30T09:49:46
94139,12203,0,0,65301362,MERCHANTS & MARINE BANK,MERCHANTS AND MARINE BANK,3118 PASCAGOULA STREET ,PASCAGOULA,MS,39567,39567,41,2014-10-30T14:45:41
94456,11469,0,0,104103421,GUIDE ROCK STATE BANK,GUIDE ROCK STATE BANK,401 UNIVERSITY AVENUE ,GUIDE ROCK,NE,68942,68942,41,2014-10-24T10:21:17
94522,20484,0,0,51402482,BENCHMARK COMMUNITY BANK,BENCHMARK COMMUNITY BANK,100 S BROAD STREET ,KENBRIDGE,VA,23944,23944,41,2014-10-27T16:30:59
94755,1169,0,0,102300970,SUNDANCE STATE BANK,SUNDANCE STATE BANK,123 NORTH 2ND STREET ,SUNDANCE,WY,82729,82729,41,2014-10-13T11:55:42
94858,8251,0,0,101217857,ADRIAN BANK,ADRIAN BANK,130 EAST MAIN STREET ,ADRIAN,MO,64720,64720,41,2014-11-03T13:55:46
95051,6078,0,0,91401553,ONE AMERICAN BANK,ONE AMERICAN BANK,515 SOUTH MINNESOTA AVENUE ,SIOUX FALLS,SD,57104,57104,41,2014-10-30T12:21:41
"95659,429,0,0,103104829,""MORRIS STATE BANK, THE"",MORRIS STATE BANK,800 WEST OZARK STREET ,MORRIS,OK,74445,74445,41,2014-10-23T09:58:24"
"95677,28369,701454,1454,211273846,""ROCKLAND SAVINGS BANK, FSB"",""ROCKLAND SAVINGS BANK, FEDERAL SAVINGS BANK"",582 MAIN STREET ,ROCKLAND,ME,4841,4841,41,2014-10-30T15:27:13"
"96553,19809,0,0,104101559,""HERSHEY STATE BANK, THE"",HERSHEY STATE BANK,100 SOUTH LINCOLN ,HERSHEY,NE,69143,69143,41,2014-10-28T16:52:05"
97055,17229,0,0,104913530,HENDERSON STATE BANK,HENDERSON STATE BANK,1040 NORTH MAIN STREET ,HENDERSON,NE,68371,68371,41,2014-10-27T15:12:45
97279,32292,0,8103,243272941,WOODSFIELD SAVINGS BANK,WOODSFIELD SAVINGS BANK,600 LEWISVILLE ROAD ,WOODSFIELD,OH,43793,43793,41,2014-10-15T13:50:40
97457,22601,0,0,101217514,CITIZENS BANK,CITIZENS BANK,13150 NW MAIN STREET ,AMSTERDAM,MO,64723,64723,41,2014-10-28T16:06:11
97804,90253,0,12401,211871015,MOUNTAINONE BANK,MOUNTAINONE BANK,93 MAIN ST ,NORTH ADAMS,MA,1247,1247,41,2014-10-30T09:27:54
97943,15272,0,0,73913674,MARION COUNTY STATE BANK,MARION COUNTY STATE BANK,800 MAIN STREET ,PELLA,IA,50219,50219,41,2014-10-13T11:32:50
"98351,1779,0,0,102103258,""CITIZENS STATE BANK OF OURAY, THE"",CITIZENS STATE BANK OF OURAY,600 MAIN STREET ,OURAY,CO,81427,81427,41,2014-10-27T14:10:29"
98463,17809,0,0,123204013,CITIZENS BANK,CITIZENS BANK,275 SOUTHWEST THIRD STREET ,CORVALLIS,OR,97333,97333,41,2014-10-17T13:41:18
"98717,25749,18431,0,26001465,""EASTBANK, NATIONAL ASSOCIATION"",""EASTBANK, NATIONAL ASSOCIATION"",183 CENTRE STREET ,NEW YORK,NY,10013,10013,41,2014-10-17T15:52:12"
99143,16464,0,0,82907561,MERCHANTS & PLANTERS BANK,MERCHANTS AND PLANTERS BANK,120 HAZEL STREET ,NEWPORT,AR,72112,72112,41,2014-10-29T12:22:58
99255,484,0,0,91405258,FIRST STATE BANK,FIRST STATE BANK,7 EAST HIGHWAY 12 ,GROTON,SD,57445,57445,41,2014-10-17T15:22:42
"99376,32612,708527,8527,242272227,""NCB, FSB"",""NCB, FEDERAL SAVINGS BANK"",139 SOUTH HIGH STREET ,HILLSBORO,OH,45133,45133,41,2014-10-30T11:05:06"
99442,9359,0,0,84200981,BANK OF COMMERCE,BANK OF COMMERCE,310 HOWARD STREET ,GREENWOOD,MS,38930,38930,41,2014-10-24T13:39:59
99536,8432,0,10864,64104311,BANK OF PUTNAM COUNTY,BANK OF PUTNAM COUNTY,140 SOUTH JEFFERSON ,COOKEVILLE,TN,38501,38501,41,2014-10-27T18:29:51
99853,9879,0,0,103008404,FIRST STATE BANK,FIRST STATE BANK,102 NORTH MAIN STREET ,NOBLE,OK,73068,73068,41,2014-10-30T11:04:30
99974,11207,0,0,125102430,BANK OF FAIRFIELD,BANK OF FAIRFIELD,213 EAST MAIN STREET ,FAIRFIELD,WA,99012,99012,41,2014-10-28T14:59:07
100236,16825,0,11665,61212811,SUNMARK COMMUNITY BANK,SUNMARK COMMUNITY BANK,140 COMMERCE STREET ,HAWKINSVILLE,GA,31036,31036,41,2014-10-30T14:07:07
"100357,3108,4265,0,111903290,""LEGEND BANK, N. A."",""LEGEND BANK, N. A."",101 W TARRANT ST ,BOWIE,TX,76230,76230,41,2014-10-29T16:41:22"
100562,21943,0,0,121135045,TRI COUNTIES BANK,TRI COUNTIES BANK,63 CONSTITUTION DRIVE ,CHICO,CA,95973,95973,41,2014-10-29T18:40:20
100777,29672,703866,3866,243373170,CHARLEROI FEDERAL SAVINGS BANK,CHARLEROI FEDERAL SAVINGS BANK,101 MCKEAN AVENUE ,CHARLEROI,PA,15022,15022,41,2014-10-31T13:28:45
100843,1294,0,0,82904991,FNBC BANK,FNBC BANK,636 ASH FLAT DRIVE ,ASH FLAT,AR,72513,72513,41,2014-11-05T17:24:49
101019,19842,0,0,26002794,BANK LEUMI USA,BANK LEUMI USA,579 FIFTH AVENUE ,NEW YORK,NY,10017,10017,31,2014-10-30T14:07:11
101037,8149,0,11973,65402423,FIRST AMERICAN BANK AND TRUST,FIRST AMERICAN BANK AND TRUST,2785 HIGHWAY 20 WEST ,VACHERIE,LA,70090,70090,41,2014-10-29T10:13:43
"101439,15336,0,17630,61211443,""DURDEN BANKING COMPANY, INCORPORATED"",""DURDEN BANKING COMPANY, INCORPORATED"",111 NORTH RAILROAD AVENUE ,TWIN CITY,GA,30471,30471,41,2014-10-14T12:44:32"
101671,28380,0,1473,221371709,ADIRONDACK BANK,ADIRONDACK BANK,185 GENESEE STREET ,UTICA,NY,13501,13501,41,2014-10-28T11:13:39
101738,8552,17038,11309,65303784,GREAT SOUTHERN NATIONAL BANK,GREAT SOUTHERN NATIONAL BANK,218 22ND AVENUE S. ,MERIDIAN,MS,39301,39301,41,2014-10-30T10:34:10
"101952,3109,7827,0,111303492,""BRADY NATIONAL BANK, THE"",BRADY NATIONAL BANK,101 S. BLACKBURN ,BRADY,TX,768254504,76825,41,2014-10-29T10:54:09"
102155,5995,0,0,103104104,STATE GUARANTY BANK,STATE GUARANTY BANK,202 NORTH MAIN STREET ,OKEENE,OK,73763,73763,41,2014-10-22T14:13:32
102173,28379,701472,1472,221972221,HOMETOWN BANK OF THE HUDSON VALLEY,HOMETOWN BANK OF THE HUDSON VALLEY,12-14 MAIN ST ,WALDEN,NY,12586,12586,41,2014-10-30T14:56:43
102333,10074,0,0,61107324,WILKINSON COUNTY BANK,WILKINSON COUNTY BANK,105 EAST BANK STREET ,IRWINTON,GA,31042,31042,41,2014-10-21T15:31:08
102342,245,0,0,73920887,RACCOON VALLEY BANK,RACCOON VALLEY BANK,1202 2ND STREET ,PERRY,IA,502201506,50220,41,2014-10-14T10:15:16
102539,920,0,0,71109707,COMMUNITY BANKS OF SHELBY COUNTY,COMMUNITY BANKS OF SHELBY COUNTY,126 NORTH GRAND ,COWDEN,IL,62422,62422,41,2014-10-10T16:36:59
102557,18761,0,0,104907779,FOUNDATION ONE BANK,FOUNDATION ONE BANK,23804 CEDAR DRIVE ,WATERLOO,NE,68069,68069,41,2014-10-31T17:48:12
102874,29676,0,3871,275971498,PAPER CITY SAVINGS ASSOCIATION,PAPER CITY SAVINGS ASSOCIATION,4200 8TH STREET SOUTH ,WISCONSIN RAPIDS,WI,54494,54494,41,2014-10-30T21:04:09
"103134,1374,0,13288,65404159,""BANK OF COMMERCE, THE"",BANK OF COMMERCE,32460 BOWIE STREET ,WHITE CASTLE,LA,70788,70788,41,2014-10-21T17:40:46"
"103255,4537,1467,0,81500862,""LANDMARK BANK, N. A."",""LANDMARK BANK, N. A."",801 EAST BROADWAY ,COLUMBIA,MO,65201,65201,41,2014-11-14T16:14:01"
103563,17909,0,0,111311840,FIRST STATE BANK OF MOBEETIE,FIRST STATE BANK OF MOBEETIE,1ST & WHEELER ,MOBEETIE,TX,79061,79061,41,2014-10-08T12:07:21
103602,12940,0,0,21310591,STATE BANK OF CHITTENANGO,STATE BANK OF CHITTENANGO,101 FALLS BOULEVARD ,CHITTENANGO,NY,13037,13037,41,2014-10-30T09:29:06
"104234,9030,0,11662,51502913,""HARRISON COUNTY BANK, THE"",HARRISON COUNTY BANK,MAIN STREET ,LOST CREEK,WV,26385,26385,41,2014-10-30T10:42:16"
104542,16318,0,0,71921956,MARSEILLES BANK,MARSEILLES BANK,100 EAST BLUFF STREET ,MARSEILLES,IL,61341,61341,41,2014-10-25T11:29:19
104971,29685,703881,3881,251472759,MARTINSVILLE FIRST SAVINGS BANK,MARTINSVILLE FIRST SAVINGS BANK,25 WEST CHURCH STREET ,MARTINSVILLE,VA,241126217,24112,41,2014-10-29T12:59:48
"105026,5885,0,0,52102901,""FARMERS BANK OF WILLARDS, THE"",FARMERS BANK OF WILLARDS,7484 MARKET ST ,WILLARDS,MD,21874,21874,41,2014-10-29T16:42:16"
"105053,1176,0,16062,111909676,""FIRST STAR BANK, S.S.B."",""FIRST STAR BANK, S.S.B."",109 COMMERCE ST ,BREMOND,TX,76629,76629,41,2014-10-24T14:55:13"
"105071,30869,0,6037,255072029,""PATAPSCO BANK, THE"",PATAPSCO BANK,1301 MERRITT BOULEVARD ,DUNDALK,MD,212222194,21222,41,2014-10-28T12:30:39"
105222,22331,0,16200,51404037,VIRGINIA COMMUNITY BANK,VIRGINIA COMMUNITY BANK,408 EAST MAIN STREET ,LOUISA,VA,23093,23093,41,2014-11-04T16:46:46
105473,29683,703879,3879,264271390,HOME FEDERAL BANK OF TENNESSEE,HOME FEDERAL BANK OF TENNESSEE,515 MARKET STREET ,KNOXVILLE,TN,379022118,37902,41,2014-10-30T09:15:16
105530,13775,0,0,64202844,FARMERS STATE BANK,FARMERS STATE BANK,100 WEST MAIN STREET ,MOUNTAIN CITY,TN,37683,37683,41,2014-10-30T15:03:33
"106359,23473,17045,0,103002691,""FIRST FIDELITY BANK, NATIONAL ASSOCIATION"",""FIRST FIDELITY BANK, NATIONAL ASSOCIATION"",5101 NORTH CLASSEN BOULEVARD ,OKLAHOMA CITY,OK,73118,73118,41,2014-10-24T12:34:23"
106377,28395,0,1504,231270654,CAPE BANK,CAPE BANK,225 NORTH MAIN STREET ,CAPE MAY COURT HOUSE,NJ,8210,8210,41,2014-10-29T08:40:11
"106452,12594,0,0,107000068,""PUEBLO BANK AND TRUST COMPANY, THE"",PUEBLO BANK AND TRUST COMPANY,301 WEST 5TH STREET ,PUEBLO,CO,81003,81003,41,2014-10-29T13:14:20"
"106519,13223,0,0,44107600,""CITIZENS BANK OF ASHVILLE, OHIO, THE"",""CITIZENS BANK OF ASHVILLE, OHIO"",26 E. MAIN STREET ,ASHVILLE,OH,431031512,43103,41,2014-10-29T09:02:19"
106676,30878,0,6049,211273752,BAR HARBOR SAVINGS AND LOAN ASSOCIATION,BAR HARBOR SAVINGS AND LOAN ASSOCIATION,103 MAIN STREET ,BAR HARBOR,ME,4609,4609,41,2014-10-30T11:10:42
107226,10032,13871,0,43309713,COMMUNITY NATIONAL BANK OF NORTHWESTERN PENNSYLVANIA,COMMUNITY NATIONAL BANK OF NORTHWESTERN PENNSYLVANIA,53 E STATE ST ,ALBION,PA,16401,16401,41,2014-10-28T14:50:45
107244,110,0,0,82907273,BANK OF THE OZARKS,BANK OF THE OZARKS,17901 CHENAL PARKWAY ,LITTLE ROCK,AR,72223,72223,41,2014-10-31T01:56:25
"107459,9374,0,0,101909398,""CORDER BANK, THE"",CORDER BANK,227 NORTH LAFAYETTE STREET ,CORDER,MO,64021,64021,41,2014-10-29T11:29:53"
107570,29690,0,0,274970380,FIRST FEDERAL SAVINGS BANK,FIRST FEDERAL SAVINGS BANK,648 NORTH JEFFERSON STREET ,HUNTINGTON,IN,46750,46750,41,2014-10-22T11:47:04
107758,10993,0,0,91904924,BONANZA VALLEY STATE BANK,BONANZA VALLEY STATE BANK,147 CENTRAL AVENUE SOUTH ,BROOTEN,MN,56316,56316,41,2014-10-17T12:33:20
108072,29696,0,0,302373011,BUFFALO FEDERAL BANK,BUFFALO FEDERAL BANK,106 FORT STREET ,BUFFALO,WY,82834,82834,41,2014-10-23T18:05:01
"108269,3351,5774,0,111907348,""FIRST NATIONAL BANK OF MOODY, THE"",FIRST NATIONAL BANK OF MOODY,7TH STREET AT AVENUE D ,MOODY,TX,76557,76557,41,2014-10-29T17:36:24"
108474,28411,701538,1538,265070574,BANK OF NEW ORLEANS,BANK OF NEW ORLEANS,1600 VETERANS HIGHWAY ,METAIRIE,LA,70005,70005,41,2014-10-30T13:29:27
"108652,5105,11622,0,91206745,""FIRST NATIONAL BANK OF BUHL, THE"",FIRST NATIONAL BANK OF BUHL,8355 UNITY DRIVE ,MOUNTAIN IRON,MN,55792,55792,41,2014-10-30T15:38:47"
108746,16198,14492,0,71121772,MASON CITY NATIONAL BANK,MASON CITY NATIONAL BANK,104 WEST PINE STREET ,MASON CITY,IL,62664,62664,41,2014-10-27T15:04:01
108951,16221,0,0,91408035,RELIABANK DAKOTA,RELIABANK DAKOTA,211 N. MAIN ,ESTELLINE,SD,57234,57234,41,2014-10-24T09:34:23
109136,25795,0,17475,61103153,PEOPLES BANK & TRUST,PEOPLES BANK AND TRUST,1899 BUFORD HIGHWAY ,BUFORD,GA,30518,30518,41,2014-10-28T10:52:45
109154,9728,0,0,91906760,FIRST SECURITY BANK,FIRST SECURITY BANK,316 BYRON AVE. N. ,BYRON,MN,55920,55920,41,2014-10-08T15:09:47
109453,496,0,0,91408514,BANKSTAR FINANCIAL,BANKSTAR FINANCIAL,124 ELK STREET ,ELKTON,SD,57026,57026,41,2014-10-23T10:48:48
109574,26411,0,4530,211370053,HAVERHILL BANK,HAVERHILL BANK,180 MERRIMACK STREET ,HAVERHILL,MA,1830,1830,41,2014-10-27T10:33:29
109659,15059,14328,0,111101225,FIRST NATIONAL BANK,FIRST NATIONAL BANK,1890 NORTH RAILROAD AVENUE ,ARCADIA,LA,71001,71001,41,2014-10-29T17:51:02
"109686,35448,715954,15954,322278183,SIMPLICITY BANK,SIMPLICITY BANK,""650 SOUTH GRAND AVENUE, SUITE 105 "",GLENDORA,CA,91740,91740,41,2014-10-30T12:10:57"
110413,5962,0,0,41208777,SUTTON BANK,SUTTON BANK,1 SOUTH MAIN STREET ,ATTICA,OH,44807,44807,41,2014-10-16T14:28:20
110936,26725,0,14878,67012688,BANCO DO BRASIL AMERICAS,BANCO DO BRASIL AMERICAS,800 BRICKELL AVE. SUITE 103,MIAMI,FL,33131,33131,41,2014-10-30T08:07:18
110945,9309,0,0,83903580,UNITED SOUTHERN BANK,UNITED SOUTHERN BANK,1813 EAST NINTH STREET ,HOPKINSVILLE,KY,42240,42240,41,2014-10-22T16:57:58
110972,29710,703932,3932,281372007,FIRST FEDERAL SAVINGS BANK OF WASHINGTON,FIRST FEDERAL SAVINGS BANK OF WASHINGTON,439 SOUTH STATE ROAD 57 ,WASHINGTON,IN,47501,47501,41,2014-10-29T14:29:08
111157,19087,0,0,104113835,BANK OF LINDSAY,BANK OF LINDSAY,101 PINE ST ,LINDSAY,NE,68644,68644,41,2014-10-09T14:55:57
111205,17115,0,7706,211274599,SANFORD INSTITUTION FOR SAVINGS,SANFORD INSTITUTION FOR SAVINGS,900  MAIN STREET ,SANFORD,ME,4073,4073,41,2014-10-29T14:28:10
"111661,3355,5409,0,111904192,""FIRST NATIONAL BANK OF MOUNT VERNON, THE"",FIRST NATIONAL BANK OF MOUNT VERNON,101 WEST MAIN STREET ,MOUNT VERNON,TX,75457,75457,41,2014-10-30T13:30:59"
"111942,5286,4620,0,75902007,""FIRST NATIONAL BANK OF BERLIN, THE"",FIRST NATIONAL BANK OF BERLIN,140 WEST HURON ,BERLIN,WI,54923,54923,41,2014-10-30T14:54:13"
111979,13232,0,0,125100607,SECURITY STATE BANK,SECURITY STATE BANK,1930 SOUTH GOLD STREET ,CENTRALIA,WA,98531,98531,41,2014-10-29T17:48:24
"112163,1208,25053,0,111915327,""GUARANTY BANK & TRUST, N.A."",""GUARANTY BANK AND TRUST, NATIONAL ASSOCIATION"",100 WEST ARKANSAS STREET ,MOUNT PLEASANT,TX,75455,75455,41,2014-10-28T15:05:45"
112332,2804,7592,15155,62101882,FIRST NATIONAL BANK OF HARTFORD,FIRST NATIONAL BANK OF HARTFORD,101 SOUTH THIRD AVENUE ,HARTFORD,AL,36344,36344,41,2014-10-28T18:12:19
112444,15121,0,0,75902968,JACKSON COUNTY BANK,JACKSON COUNTY BANK,8 MAIN STREET ,BLACK RIVER FALLS,WI,54615,54615,41,2014-10-29T17:14:46
"112510,17759,0,0,41208803,""BALTIC STATE BANK, THE"",BALTIC STATE BANK,101 EAST MAIN ,BALTIC,OH,43804,43804,41,2014-10-28T11:03:27"
112556,8858,0,0,91206842,STATE BANK OF CHANDLER,STATE BANK OF CHANDLER,342 MAIN AVENUE ,CHANDLER,MN,56122,56122,41,2014-10-10T14:37:31
"112837,4297,13688,11780,56073502,""CAPITAL ONE, NATIONAL ASSOCIATION"",""CAPITAL ONE, NATIONAL ASSOCIATION"",1680 CAPITAL ONE DRIVE ,MC LEAN,VA,22102,22102,31,2014-10-29T17:50:40"
113003,18227,0,10564,211174262,STAFFORD SAVINGS BANK,STAFFORD SAVINGS BANK,2 FURNACE AVE BOX 25,STAFFORD SPRINGS,CT,6076,6076,41,2014-10-24T09:06:03
113030,19720,0,16064,61211197,FARMERS STATE BANK,FARMERS STATE BANK,1620 VETERANS BLVD. ,DUBLIN,GA,31021,31021,41,2014-10-28T15:22:23
113441,14578,0,0,74910854,FARMERS STATE BANK,FARMERS STATE BANK,220 SOUTH DETROIT STREET ,LAGRANGE,IN,46761,46761,41,2014-10-29T09:45:25
113601,24540,0,0,11401850,BANK OF NEW ENGLAND,BANK OF NEW ENGLAND,31 PELHAM ROAD ,SALEM,NH,3079,3079,41,2014-10-24T10:29:07
113740,15032,0,0,72410165,FIRST STATE BANK,FIRST STATE BANK,16100 EAST NINE MILE ROAD ,EASTPOINTE,MI,480210305,48021,41,2014-10-22T16:04:14
113937,46,0,0,62203078,MERCHANTS BANK OF ALABAMA,MERCHANTS BANK OF ALABAMA,900 SECOND AVENUE S.W. ,CULLMAN,AL,35055,35055,41,2014-10-17T12:04:08
114149,12513,0,0,75906838,HERITAGE BANK,HERITAGE BANK,201 WEST CLARK STREET ,SPENCER,WI,544790135,54479,41,2014-10-22T15:35:08
114158,4717,6720,0,101102836,FIRST NATIONAL BANK OF LIBERAL,FIRST NATIONAL BANK OF LIBERAL,1700 NORTH LINCOLN AVENUE ,LIBERAL,KS,67901,67901,41,2014-10-30T13:45:39
