IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
916745,19448,0,0,84201757,BNA BANK,BNA BANK,133 EAST BANKHEAD STREET ,NEW ALBANY,MS,38652,38652,41,2014-10-21T16:00:32
916857,4660,0,0,101108209,FIRSTOAK BANK,FIRSTOAK BANK,113 NORTH PENN STREET ,INDEPENDENCE,KS,67301,67301,41,2014-10-15T22:12:12
917032,21995,0,0,65202555,"CITIZEN'S BANK, VILLE PLATTE, LOUISIANA","CITIZEN'S BANK, VILLE PLATTE, LOUISIANA",841 WEST MAIN STREET ,VILLE PLATTE,LA,70586,70586,41,2014-10-14T11:32:42
917050,15539,0,0,91305329,FIRST STATE BANK,FIRST STATE BANK,423 BROADWAY ,BUXTON,ND,58218,58218,41,2014-10-24T12:28:29
917331,21663,0,11323,64102737,AMERICAN CITY BANK,AMERICAN CITY BANK,340 WEST LINCOLN STREET ,TULLAHOMA,TN,37388,37388,41,2014-10-30T11:45:53
917500,7085,1083,0,21305991,"FIRST NATIONAL BANK OF GROTON, THE",FIRST NATIONAL BANK OF GROTON,159-163 MAIN STREET ,GROTON,NY,13073,13073,41,2014-10-27T11:51:29
917555,18344,0,0,113123667,HUNTINGTON STATE BANK,HUNTINGTON STATE BANK,208 SOUTH US HIGHWAY 69 ,HUNTINGTON,TX,75949,75949,41,2014-11-14T16:20:29
917630,6805,6830,0,51501257,"FIRST NATIONAL BANK OF WILLIAMSON, THE",FIRST NATIONAL BANK OF WILLIAMSON,68 EAST SECOND AVENUE ,WILLIAMSON,WV,25661,25661,41,2014-10-21T13:58:00
917742,5296,23695,0,75900575,"ASSOCIATED BANK, NATIONAL ASSOCIATION","ASSOCIATED BANK, NATIONAL ASSOCIATION",200 NORTH ADAMS STREET ,GREEN BAY,WI,54301,54301,31,2014-10-30T11:19:18
917854,5186,13544,0,91216007,FIRST FARMERS & MERCHANTS NATIONAL BANK,FIRST FARMERS AND MERCHANTS NATIONAL BANK,303 EAST MAIN STREET ,LUVERNE,MN,56156,56156,41,2014-10-23T13:11:48
918132,14744,0,0,51503909,"WILLIAMSTOWN BANK, INC.","WILLIAMSTOWN BANK, INC.",435 HIGHLAND AVE ,WILLIAMSTOWN,WV,26187,26187,41,2014-10-30T15:17:41
918150,1165,0,0,103108443,"FIRST BANK OF OKARCHE, THE",FIRST BANK OF OKARCHE,202 WEST OKLAHOMA AVENUE ,OKARCHE,OK,73762,73762,41,2014-10-07T20:40:03
918356,18719,0,0,91216780,GRAND TIMBER BANK,GRAND TIMBER BANK,204 N. MADDY STREET ,MCGREGOR,MN,55760,55760,41,2014-10-28T13:28:47
918459,26222,20239,0,111015544,PRESTON NATIONAL BANK,PRESTON NATIONAL BANK,5644 LBJ FREEWAY ,DALLAS,TX,75240,75240,41,2014-10-30T15:36:23
918477,30039,0,4610,221271058,HAVEN SAVINGS BANK,HAVEN SAVINGS BANK,621 WASHINGTON STREET ,HOBOKEN,NJ,7030,7030,41,2014-10-24T11:20:39
918655,15471,0,0,91300887,FIRST STATE BANK OF CANDO,FIRST STATE BANK OF CANDO,415 MAIN ST. ,CANDO,ND,58324,58324,41,2014-10-28T09:30:27
918776,32306,0,8122,242072168,NEW FOUNDATION SAVINGS BANK,NEW FOUNDATION SAVINGS BANK,8249 CLARA AVE. ,CINCINNATI,OH,45239,45239,41,2014-10-29T16:16:48
918879,29907,0,0,274970610,"LOGANSPORT SAVINGS BANK, FSB","LOGANSPORT SAVINGS BANK, FEDERAL SAVINGS BANK",723 EAST BROADWAY ,LOGANSPORT,IN,46947,46947,41,2014-10-23T09:01:08
918918,26876,20948,0,26003023,SAFRA NATIONAL BANK OF NEW YORK,SAFRA NATIONAL BANK OF NEW YORK,546 FIFTH AVENUE ,NEW YORK,NY,10036,10036,31,2014-10-30T16:38:21
918954,16629,0,0,101100760,ESB FINANCIAL,ESB FINANCIAL,8TH & MERCHANT ,EMPORIA,KS,66801,66801,41,2014-10-30T15:59:05
919344,5902,0,0,84205591,BANK OF OKOLONA,BANK OF OKOLONA,227 WEST MAIN STREET ,OKOLONA,MS,38860,38860,41,2014-10-24T12:18:13
919456,17374,0,0,101114934,MID-AMERICA BANK,MID-AMERICA BANK,802 AMES STREET ,BALDWIN CITY,KS,66006,66006,41,2014-10-09T16:55:07
919568,3399,0,0,111303007,FIRST CAPITAL BANK,FIRST CAPITAL BANK,300 MERCER STREET ,QUANAH,TX,79252,79252,41,2014-10-30T17:10:59
919755,419,0,0,103103105,"CITIZENS STATE BANK, THE",CITIZENS STATE BANK,404 WEST BROADWAY ,OKEMAH,OK,74859,74859,41,2014-10-28T13:25:13
919773,28035,700773,773,253170088,BELMONT FEDERAL SAVINGS AND LOAN ASSOCIATION,BELMONT FEDERAL SAVINGS AND LOAN ASSOCIATION,210 PARK STREET ,BELMONT,NC,28012,28012,41,2014-10-29T14:43:06
920210,7599,0,0,31307691,JIM THORPE NEIGHBORHOOD BANK,JIM THORPE NEIGHBORHOOD BANK,12 BROADWAY STREET ,JIM THORPE,PA,18229,18229,41,2014-10-22T13:01:24
920359,14912,0,0,104102613,BANK OF DIXON COUNTY,BANK OF DIXON COUNTY,117 EAST THIRD STREET ,PONCA,NE,68770,68770,41,2014-10-30T13:50:19
920733,10853,0,16216,71108326,WEST CENTRAL BANK,WEST CENTRAL BANK,400 EAST BUCHANAN STREET ,ASHLAND,IL,62612,62612,41,2014-10-30T17:08:05
920854,5193,0,0,91904050,PIONEER BANK,PIONEER BANK,301 MAIN STREET NORTHEAST ,MAPLETON,MN,56065,56065,41,2014-10-30T16:49:29
920975,31928,0,7612,251473512,FIRST SENTINEL BANK,FIRST SENTINEL BANK,315 RAILROAD AVENUE ,RICHLANDS,VA,24641,24641,41,2014-10-29T08:35:47
921039,16858,0,11097,61111255,FIRST AMERICAN BANK AND TRUST COMPANY,FIRST AMERICAN BANK AND TRUST COMPANY,300 COLLEGE AVENUE ,ATHENS,GA,30601,30601,41,2014-10-16T15:52:02
921178,29922,704347,4347,323370666,RIVERVIEW COMMUNITY BANK,RIVERVIEW COMMUNITY BANK,"900 WASHINGTON STREET, SUITE 100 ",VANCOUVER,WA,98660,98660,41,2014-10-30T19:13:01
921655,17160,0,0,101107747,COTTONWOOD VALLEY BANK,COTTONWOOD VALLEY BANK,1 MAIN STREET ,CEDAR POINT,KS,66843,66843,41,2014-11-12T16:26:55
921879,30058,704656,4656,274970351,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF GREENSBURG,212 NORTH FRANKLIN STREET ,GREENSBURG,IN,472400000,47240,41,2014-10-29T18:23:22
921936,12107,0,0,71112804,FARMERS STATE BANK,FARMERS STATE BANK,104 EAST MAIN STREET ,ELMWOOD,IL,61529,61529,41,2014-10-30T14:59:23
922157,4636,0,0,101104863,FIRST HERITAGE BANK,FIRST HERITAGE BANK,620 4TH STREET ,CENTRALIA,KS,66415,66415,41,2014-10-27T13:48:37
922344,17320,0,10767,71122535,PEOPLES BANK & TRUST,PEOPLES BANK AND TRUST,200 SOUTH LOCUST ,PANA,IL,62557,62557,41,2014-10-29T10:46:41
922559,15478,0,0,91301640,UNITED VALLEY BANK,UNITED VALLEY BANK,211 DIVISION AVENUE SOUTH ,CAVALIER,ND,58220,58220,41,2014-10-27T12:12:15
922924,15104,0,0,53207106,BANK OF YORK,BANK OF YORK,13 WEST LIBERTY STREET ,YORK,SC,29745,29745,41,2014-10-28T12:00:55
923257,9328,0,0,111101597,PEOPLES BANK,PEOPLES BANK,FRONT & BARNETT STREETS ,CHATHAM,LA,71226,71226,41,2014-10-24T16:42:19
923350,4668,11916,0,101113935,FIRST NATIONAL BANK IN FRANKFORT,FIRST NATIONAL BANK IN FRANKFORT,124 NORTH KANSAS ,FRANKFORT,KS,66427,66427,41,2014-10-23T15:11:44
923707,90227,0,0,211371337,"LOWELL FIVE CENT SAVINGS BANK, THE",LOWELL FIVE CENT SAVINGS BANK,34 JOHN STREET ,LOWELL,MA,1852,1852,41,2014-10-29T09:06:31
923752,27046,21389,0,101105817,COMMUNITY NATIONAL BANK & TRUST,COMMUNITY NATIONAL BANK AND TRUST,14 NORTH LINCOLN ,CHANUTE,KS,66720,66720,41,2014-10-27T12:18:03
923855,5197,11740,0,91208471,FIRST NATIONAL BANK OF MENAHGA & SEBEKA,FIRST NATIONAL BANK OF MENAHGA AND SEBEKA,21 MAIN STREET N.E. ,MENAHGA,MN,56464,56464,41,2014-10-15T13:36:44
923949,16344,0,17118,71121992,"STATE BANK OF PEARL CITY, THE",STATE BANK OF PEARL CITY,215 SOUTH MAIN STREET ,PEARL CITY,IL,61062,61062,41,2014-10-16T11:32:42
924058,3275,7814,0,111905641,"JACKSBORO NATIONAL BANK, THE",JACKSBORO NATIONAL BANK,910 NORTH MAIN STREET ,JACKSBORO,TX,76458,76458,41,2014-10-15T15:37:56
924236,15663,0,17348,65304084,FIRST STATE BANK,FIRST STATE BANK,708 AZALEA DRIVE ,WAYNESBORO,MS,39367,39367,41,2014-10-22T15:21:35
924254,9658,0,0,101104494,"CITIZENS STATE BANK OF CHENEY, KANSAS, THE","CITIZENS STATE BANK OF CHENEY, KANSAS",306 NORTH MAIN ,CHENEY,KS,67025,67025,41,2014-10-30T12:35:19
924348,15851,0,12144,73921909,SECURITY STATE BANK,SECURITY STATE BANK,231 1ST STREET EAST ,INDEPENDENCE,IA,50644,50644,41,2014-10-16T09:09:24
924357,5198,9050,0,91903310,"FIRST NATIONAL BANK OF MILACA, THE",FIRST NATIONAL BANK OF MILACA,192 2ND AVE. SW ,MILACA,MN,56353,56353,41,2014-10-24T16:16:57
924405,16012,0,13383,226070306,"DIME SAVINGS BANK OF WILLIAMSBURG, THE",DIME SAVINGS BANK OF WILLIAMSBURG,209 HAVEMEYER STREET ,BROOKLYN,NY,11211,11211,41,2014-11-06T11:22:47
924553,1986,0,0,104108507,COMMERCIAL STATE BANK,COMMERCIAL STATE BANK,20 CIRCLE DRIVE ,REPUBLICAN CITY,NE,68971,68971,41,2014-10-17T13:07:38
924656,14353,0,0,91310398,"FARMERS STATE BANK OF CROSBY, NORTH DAKOTA","FARMERS STATE BANK OF CROSBY, NORTH DAKOTA",111 EAST CENTRAL ,CROSBY,ND,58730,58730,41,2014-10-08T12:55:01
924759,1057,0,0,81502815,CENTRAL BANK,CENTRAL BANK,101 WEST COMMERCIAL ,LEBANON,MO,65536,65536,41,2014-10-28T14:53:03
924843,11423,0,0,84202086,SYCAMORE BANK,SYCAMORE BANK,301 EAST MAIN STREET ,SENATOBIA,MS,38668,38668,41,2014-10-23T12:30:52
924937,9631,0,0,71111481,ATHENS STATE BANK,ATHENS STATE BANK,200 N WEST STREET ,ATHENS,IL,62613,62613,41,2014-10-13T15:47:10
925037,3664,11443,17248,71109338,ILLINOIS NATIONAL BANK,ILLINOIS NATIONAL BANK,322 EAST CAPITOL ,SPRINGFIELD,IL,62701,62701,41,2014-11-06T17:34:17
925055,5469,0,0,104902062,CITIZENS BANK & TRUST COMPANY,CITIZENS BANK AND TRUST COMPANY,721 7TH STREET ,SAINT PAUL,NE,68873,68873,41,2014-10-28T16:36:45
925354,11785,0,0,111101652,CALDWELL BANK & TRUST COMPANY,CALDWELL BANK AND TRUST COMPANY,PEARL STREET AND MAIN STREET ,COLUMBIA,LA,71418,71418,41,2014-10-22T15:16:02
925411,27054,0,0,26011167,SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED,SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED,111 RIVER STREET 14 FL WATERFRONT CORPORATE CENTER,HOBOKEN,NJ,7030,7030,31,2014-10-30T09:35:52
925653,18576,0,0,111323809,BANK OF TEXAS,BANK OF TEXAS,306 WEST WALL SUITE 100,MIDLAND,TX,797015128,79701,41,2014-10-30T13:50:57
925710,26240,18606,0,31206420,SUN NATIONAL BANK,SUN NATIONAL BANK,226 WEST LANDIS AVENUE ,VINELAND,NJ,8360,8360,41,2014-10-30T16:46:01
925859,13956,0,0,101102988,CHETOPA STATE BANK & TRUST CO,CHETOPA STATE BANK AND TRUST CO,409 MAPLE ,CHETOPA,KS,67336,67336,41,2014-10-17T11:19:46
926155,12504,0,0,113121135,TEXAS STATE BANK,TEXAS STATE BANK,120 N PRESTON STREET ,JOAQUIN,TX,75954,75954,41,2014-10-17T15:12:48
926342,15186,0,0,75905486,STATE BANK,STATE BANK,801 SOUTH MAIN STREET ,GRESHAM,WI,54128,54128,41,2014-10-23T11:46:08
926360,23544,0,0,122238721,FIRST MOUNTAIN BANK,FIRST MOUNTAIN BANK,40865 BIG BEAR BOULEVARD ,BIG BEAR LAKE,CA,92315,92315,41,2014-10-21T19:33:50
926632,15945,14566,0,71921668,FOREST PARK NATIONAL BANK AND TRUST COMPANY,FOREST PARK NATIONAL BANK AND TRUST COMPANY,7348 WEST MADISON STREET ,FOREST PARK,IL,60130,60130,41,2014-10-30T18:19:51
926650,14069,0,0,104113262,STATE BANK OF SCOTIA,STATE BANK OF SCOTIA,104 NORTH MAIN STREET ,SCOTIA,NE,68875,68875,41,2014-10-23T11:04:04
926959,8531,0,0,111101681,BANK OF COUSHATTA,BANK OF COUSHATTA,1525 RINGGOLD AVE ,COUSHATTA,LA,71019,71019,41,2014-10-29T18:19:52
926977,29943,704395,4395,243373442,FIRST FEDERAL SAVINGS BANK,FIRST FEDERAL SAVINGS BANK,565 DONNER AVENUE ,MONESSEN,PA,15062,15062,41,2014-11-07T11:23:25
927077,30103,0,0,231271527,MONROE SAVINGS BANK,MONROE SAVINGS BANK,114 SOUTH MAIN STREET ,WILLIAMSTOWN,NJ,8094,8094,41,2014-10-24T07:53:25
927134,11741,0,14503,71913058,FORRESTON STATE BANK,FORRESTON STATE BANK,WALNUT STREET & MAIN STREET ,FORRESTON,IL,61030,61030,41,2014-10-31T12:09:45
927479,29941,0,4393,221270198,BOGOTA SAVINGS BANK,BOGOTA SAVINGS BANK,60 EAST MAIN ST ,BOGOTA,NJ,7603,7603,41,2014-10-23T15:05:32
928056,4673,13347,0,101112842,"GIRARD NATIONAL BANK, THE",GIRARD NATIONAL BANK,100 EAST FOREST ,GIRARD,KS,66743,66743,41,2014-10-27T18:06:31
928421,10363,0,12229,51404901,CITIZENS AND FARMERS BANK,CITIZENS AND FARMERS BANK,802 MAIN STREET ,WEST POINT,VA,23181,23181,41,2014-11-13T14:36:47
928618,7542,0,0,31301066,AMERISERV FINANCIAL BANK,AMERISERV FINANCIAL BANK,216 FRANKLIN STREET ,JOHNSTOWN,PA,15901,15901,41,2014-10-29T11:30:03
929174,30120,704783,4783,291571283,MERRILL FEDERAL SAVINGS & LOAN ASSOCIATION,MERRILL FEDERAL SAVINGS AND LOAN ASSOCIATION,907 EAST MAIN ST. ,MERRILL,WI,54452,54452,41,2014-10-28T16:31:59
929352,19581,0,0,91310521,BELL STATE BANK & TRUST,BELL STATE BANK AND TRUST,3100 13TH AVENUE SOUTH ,FARGO,ND,58103,58103,41,2014-10-30T13:16:39
929802,12936,0,11757,22302786,STEUBEN TRUST COMPANY,STEUBEN TRUST COMPANY,ONE STEUBEN SQUARE ,HORNELL,NY,14843,14843,41,2014-10-29T14:34:36
929932,2777,0,15144,62103864,MIDSOUTH BANK,MIDSOUTH BANK,2526 WEST MAIN STREET ,DOTHAN,AL,36301,36301,41,2014-10-28T15:08:29
929978,28094,700890,890,265270303,HOME BANK,HOME BANK,503 KALISTE SALOOM ROAD ,LAFAYETTE,LA,70508,70508,41,2014-10-29T10:50:03
930358,22180,0,0,91001322,UNITED BANKERS BANK,UNITED BANKERS BANK,1650 WEST 82ND STREET SUITE 1500,BLOOMINGTON,MN,55431,55431,41,2014-10-30T13:17:25
930442,16982,0,12730,71122263,BANK OF PONTIAC,BANK OF PONTIAC,300 WEST WASHINGTON ,PONTIAC,IL,61764,61764,41,2014-10-28T11:08:31
930853,10532,0,0,111101911,CATAHOULA-LASALLE BANK,CATAHOULA-LASALLE BANK,301 MOUND STREET ,JONESVILLE,LA,71343,71343,41,2014-10-20T10:28:21
930871,28963,0,0,221270680,LINCOLN PARK SAVINGS BANK,LINCOLN PARK SAVINGS BANK,31 BOONTON TURNPIKE ,LINCOLN PARK,NJ,7035,7035,41,2014-10-31T17:38:40
930965,18618,0,0,122226076,MANUFACTURERS BANK,MANUFACTURERS BANK,515 SOUTH FIGUEROA STREET ,LOS ANGELES,CA,90071,90071,41,2014-10-29T19:49:58
931038,11670,0,11563,71105002,CENTRAL BANK ILLINOIS,CENTRAL BANK ILLINOIS,101 NORTH STATE STREET ,GENESEO,IL,61254,61254,41,2014-10-27T12:23:03
931047,11243,0,0,82904302,BANK OF SALEM,BANK OF SALEM,204 CHURCH STREET ,SALEM,AR,72576,72576,41,2014-10-20T11:29:41
931159,10243,0,0,91308481,FIRST STATE BANK OF GOLVA,FIRST STATE BANK OF GOLVA,410 TERRELL AVENUE ,GOLVA,ND,58632,58632,41,2014-10-29T15:25:46
931207,25824,24429,0,0,"BROWN BROTHERS HARRIMAN TRUST COMPANY, N.A.","BROWN BROTHERS HARRIMAN TRUST COMPANY, NATIONAL ASSOCIATION",140 BROADWAY ,NEW YORK,NY,10005,10005,41,2014-10-29T14:27:28
931270,26567,0,4594,211371670,NORTH CAMBRIDGE CO-OPERATIVE BANK,NORTH CAMBRIDGE CO-OPERATIVE BANK,2360 MASS AVE ,CAMBRIDGE,MA,2140,2140,41,2014-10-20T10:31:49
931355,19354,0,0,111101128,HODGE BANK & TRUST COMPANY,HODGE BANK AND TRUST COMPANY,4619 QUITMAN HIGHWAY ,HODGE,LA,71247,71247,41,2014-10-24T11:33:05
931458,4683,11822,0,101113841,FIRST NATIONAL BANK OF HARVEYVILLE,FIRST NATIONAL BANK OF HARVEYVILLE,197 MAIN STREET ,HARVEYVILLE,KS,66431,66431,41,2014-10-17T12:55:10
931944,17993,0,12718,73921682,KEYSTONE SAVINGS BANK,KEYSTONE SAVINGS BANK,81 MAIN ,KEYSTONE,IA,52249,52249,41,2014-10-10T12:51:07
932277,28114,0,919,241272066,"HOME SAVINGS AND LOAN COMPANY OF YOUNGSTOWN, OHIO, THE","HOME SAVINGS AND LOAN COMPANY OF YOUNGSTOWN, OHIO",275 FEDERAL PLAZA W ,YOUNGSTOWN,OH,44503,44503,41,2014-10-30T11:15:06
932633,22838,0,0,71124821,BANK OF GIBSON CITY,BANK OF GIBSON CITY,804 SOUTH SANGAMON AVENUE ,GIBSON CITY,IL,60936,60936,41,2014-10-16T15:35:46
932642,5632,0,0,82906863,LOGAN COUNTY BANK,LOGAN COUNTY BANK,600 MAIN STREET ,SCRANTON,AR,72863,72863,41,2014-10-27T12:05:21
932745,13179,0,10580,72406771,FIRST COMMUNITY BANK,FIRST COMMUNITY BANK,200 EAST MAIN STREET ,HARBOR SPRINGS,MI,49740,49740,41,2014-10-29T16:41:38
932978,26647,0,2706,236073801,FIRSTRUST SAVINGS BANK,FIRSTRUST SAVINGS BANK,15 EAST RIDGE PIKE ,CONSHOHOCKEN,PA,19428,19428,41,2014-10-30T15:27:35
933023,4832,0,0,52100932,CNB,CNB,109 N COMMERCE STREET ,CENTREVILLE,MD,21617,21617,41,2014-10-27T15:42:35
933041,3732,6375,12238,71108423,FARMERS NATIONAL BANK,FARMERS NATIONAL BANK,114 WEST 3RD STREET ,PROPHETSTOWN,IL,61277,61277,41,2014-10-27T14:28:15
933256,3931,13790,0,91300159,"ALERUS FINANCIAL, NATIONAL ASSOCIATION","ALERUS FINANCIAL, NATIONAL ASSOCIATION",2300 SOUTH COLUMBIA ROAD ,GRAND FORKS,ND,58201,58201,41,2014-11-03T17:37:04
933340,15687,0,0,74909218,GRANT COUNTY STATE BANK,GRANT COUNTY STATE BANK,102 NORTH WASHINGTON STREET ,SWAYZEE,IN,46986,46986,41,2014-10-30T14:00:05
933377,26451,0,2284,211370707,FIDELITY CO-OPERATIVE BANK,FIDELITY CO-OPERATIVE BANK,675 MAIN STREET ,FITCHBURG,MA,1420,1420,41,2014-10-29T12:01:05
933621,11578,0,0,56001066,BURKE AND HERBERT BANK AND TRUST COMPANY,BURKE AND HERBERT BANK AND TRUST COMPANY,100 S FAIRFAX STREET ,ALEXANDRIA,VA,22314,22314,41,2014-10-29T14:56:58
933863,24074,0,0,121139287,REDDING BANK OF COMMERCE,REDDING BANK OF COMMERCE,1951 CHURN CREEK ROAD ,REDDING,CA,96002,96002,41,2014-10-22T18:58:08
933957,2993,23849,0,102003154,"VECTRA BANK COLORADO, NATIONAL ASSOCIATION","VECTRA BANK COLORADO, NATIONAL ASSOCIATION",2000 EAST 20TH STREET ,FARMINGTON,NM,87401,87401,41,2014-10-30T16:26:23
933966,21716,0,0,122234149,CITIZENS BUSINESS BANK,CITIZENS BUSINESS BANK,701 NORTH HAVEN ,ONTARIO,CA,91764,91764,41,2014-11-12T17:33:43
933975,17159,0,0,124300107,BANK OF UTAH,BANK OF UTAH,2605 WASHINGTON BOULEVARD ,OGDEN,UT,84401,84401,41,2014-10-30T10:26:52
934271,30996,706230,6230,231271365,CENLAR FSB,CENLAR FEDERAL SAVINGS BANK,7 GRAPHICS DRIVE ,TRENTON,NJ,8618,8618,41,2014-10-29T14:25:44
934329,7946,6301,0,43019265,"BNY MELLON, NATIONAL ASSOCIATION","BNY MELLON, NATIONAL ASSOCIATION",500 GRANT STREET ,PITTSBURGH,PA,15258,15258,41,2014-10-30T11:34:19
934646,10080,0,0,71110929,REYNOLDS STATE BANK,REYNOLDS STATE BANK,227 WEST MAIN STREET ,REYNOLDS,IL,61279,61279,41,2014-10-27T13:05:35
934673,30167,704877,4877,262285621,CULLMAN SAVINGS BANK,CULLMAN SAVINGS BANK,316 2ND AVENUE SOUTHWEST ,CULLMAN,AL,35055,35055,41,2014-10-23T13:25:37
934954,4551,0,0,81501489,CENTRAL BANK OF AUDRAIN COUNTY,CENTRAL BANK OF AUDRAIN COUNTY,203 EAST LIBERTY ,MEXICO,MO,65265,65265,41,2014-10-29T17:20:42
935111,7391,0,0,31307086,MERCHANTS BANK OF BANGOR,MERCHANTS BANK OF BANGOR,25 BROADWAY ,BANGOR,PA,18013,18013,41,2014-10-29T08:47:07
935250,17933,0,0,101001364,BLUE RIDGE BANK AND TRUST CO.,BLUE RIDGE BANK AND TRUST CO.,4200 LITTLE BLUE PARKWAY ,INDEPENDENCE,MO,64057,64057,41,2014-10-28T11:01:59
935308,23966,0,0,11001276,ONEUNITED BANK,ONEUNITED BANK,100 FRANKLIN STREET SUITE 600,BOSTON,MA,2110,2110,41,2014-10-30T12:15:43
935559,20698,0,0,111102046,SOUTHERN HERITAGE BANK,SOUTHERN HERITAGE BANK,1201 4TH STREET ,JONESVILLE,LA,713432121,71343,41,2014-10-09T16:33:45
935577,28989,702731,2731,273970776,WCF FINANCIAL BANK,WCF FINANCIAL BANK,820 DES MOINES STREET ,WEBSTER CITY,IA,50595,50595,41,2014-10-28T16:24:51
935719,6574,13802,0,41209420,"FIRST NATIONAL BANK OF DENNISON, OHIO, THE","FIRST NATIONAL BANK OF DENNISON, OHIO",105 GRANT STREET ,DENNISON,OH,446211247,44621,41,2014-10-21T13:28:32
936136,3603,4596,14165,71900760,OLD SECOND NATIONAL BANK,OLD SECOND NATIONAL BANK,37 SOUTH RIVER STREET ,AURORA,IL,60506,60506,41,2014-10-27T14:57:01
936426,11124,0,0,43306855,S & T BANK,S AND T BANK,800 PHILADELPHIA STREET ,INDIANA,PA,157013908,15701,41,2014-10-30T12:03:15
936462,1768,0,0,121102036,MECHANICS BANK,MECHANICS BANK,3170 HILLTOP MALL ROAD ,RICHMOND,CA,94806,94806,41,2014-10-22T17:36:02
936583,58536,718037,18037,291975465,THINK MUTUAL BANK,THINK MUTUAL BANK,5200 MEMBERS PARKWAY NW ,ROCHESTER,MN,55901,55901,41,2014-10-27T18:02:55
936640,10118,0,14994,73916778,LEIGHTON STATE BANK,LEIGHTON STATE BANK,900 WASHINGTON STREET ,PELLA,IA,50219,50219,41,2014-10-31T09:13:33
936837,11699,0,17507,71118659,GOODFIELD STATE BANK,GOODFIELD STATE BANK,201 SOUTH EUREKA STREET ,GOODFIELD,IL,61742,61742,41,2014-10-28T10:37:59
936855,8273,23920,0,101000695,"UMB BANK, NATIONAL ASSOCIATION","UMB BANK, NATIONAL ASSOCIATION",1010 GRAND AVENUE ,KANSAS CITY,MO,64106,64106,41,2014-10-29T10:54:39
937339,10434,0,0,71118222,STATE BANK OF GRAYMONT,STATE BANK OF GRAYMONT,204 MAIN STREET ,GRAYMONT,IL,61743,61743,41,2014-10-29T13:26:00
937553,12232,0,0,81511110,"BANK OF MONTICELLO, THE",BANK OF MONTICELLO,201 EAST LAFAYETTE ,MONTICELLO,MO,63457,63457,41,2014-10-21T12:36:06
937740,8698,0,0,75902227,"PORT WASHINGTON STATE BANK, THE",PORT WASHINGTON STATE BANK,206 NORTH FRANKLIN STREET ,PORT WASHINGTON,WI,53074,53074,41,2014-10-24T12:07:27
937759,15261,0,0,101111351,CITIZENS STATE BANK,CITIZENS STATE BANK,601 SOUTH MAIN ,HUGOTON,KS,67951,67951,41,2014-10-21T16:23:46
937834,16916,0,15988,61112597,F & M BANK AND TRUST COMPANY,F AND M BANK AND TRUST COMPANY,142 W. MAIN STREET ,MANCHESTER,GA,31816,31816,41,2014-10-28T11:20:37
937843,976,0,10332,72403978,BLISSFIELD STATE BANK,BLISSFIELD STATE BANK,204 EAST JEFFERSON ,BLISSFIELD,MI,49228,49228,41,2014-10-23T15:26:28
938354,5142,9771,0,91904018,"FIRST NATIONAL BANK OF FAIRFAX, THE",FIRST NATIONAL BANK OF FAIRFAX,16 S.E. FIRST ,FAIRFAX,MN,55332,55332,41,2014-10-03T19:10:16
938550,8975,0,0,103112125,COMMUNITY BANK,COMMUNITY BANK,104 SOUTH MAIN STREET ,BRISTOW,OK,74010,74010,41,2014-10-08T13:30:37
938859,3183,6112,0,113104796,NEWFIRST NATIONAL BANK,NEWFIRST NATIONAL BANK,202 EAST JACKSON STREET ,EL CAMPO,TX,774374414,77437,41,2014-10-23T14:45:28
939070,28167,0,1039,211170253,EASTERN SAVINGS BANK,EASTERN SAVINGS BANK,257 MAIN STREET BOX 709,NORWICH,CT,6360,6360,41,2014-10-30T13:53:27
939249,14382,0,10560,73914398,FIDELITY BANK & TRUST,FIDELITY BANK AND TRUST,4250 ASBURY ROAD ,DUBUQUE,IA,52002,52002,41,2014-10-16T15:48:02
939351,19487,0,0,113114294,"ELKHART STATE BANK, THE",ELKHART STATE BANK,109 W PARKER ST ,ELKHART,TX,75839,75839,41,2014-11-08T09:37:52
940021,2300,0,0,41210338,"BANK OF MAGNOLIA COMPANY, THE",BANK OF MAGNOLIA COMPANY,122 N MAIN STREET ,MAGNOLIA,OH,446430415,44643,41,2014-10-30T14:31:27
940311,34968,0,11461,21502011,BANCO POPULAR DE PUERTO RICO,BANCO POPULAR DE PUERTO RICO,209 MUNOZ RIVERA AVENUE ,SAN JUAN,PR,918,918,31,2014-10-30T16:22:21
940674,30219,0,4984,241271193,HOMETOWN BANK,HOMETOWN BANK,142 NORTH WATER ST ,KENT,OH,44240,44240,41,2014-10-30T11:33:39
940731,3677,2242,13778,71104731,"HAVANA NATIONAL BANK, THE",HAVANA NATIONAL BANK,112 SOUTH ORANGE STREET ,HAVANA,IL,62644,62644,41,2014-10-16T12:14:58
